TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks,Profit_per_passenger,Profit
86166,2024-08-21,Inderlok,Chandni Chowk,0.59,40.57,91.98,23.0,Single,peak,-51.410000000000004,-1182.43
114823,2023-09-30,Rajiv Chowk,Noida City Centre,7.67,155.81,116.6,16.0,Single,off-peak,39.21000000000001,627.3600000000001
50478,2023-12-26,Noida City Centre,Inderlok,1.51,45.24,11.67,12.0,Tourist Card,,33.57,402.84000000000003
4464,2022-05-29,Central Secretariat,Inderlok,13.88,56.21,30.31,17.0,Tourist Card,off-peak,25.900000000000002,440.3
1887,2022-01-11,Chandni Chowk,Jasola Vihar,8.08,97.2,85.73,24.0,Smart Card,,11.469999999999999,275.28
122488,2023-02-20,Aiims,Hauz Khas,11.67,139.42,20.45,12.0,Tourist Card,maintenance,118.96999999999998,1427.6399999999999
67155,2023-12-10,Model Town,Inderlok,1.77,11.49,22.13,19.0,Smart Card,maintenance,-10.639999999999999,-202.15999999999997
40895,2023-12-08,Noida City Centre,Shivaji Park,1.84,113.11,44.81,19.0,Tourist Card,festival,68.3,1297.7
147609,2024-02-27,New Delhi,New Delhi,6.15,166.92,112.8,29.0,Smart Card,festival,54.11999999999999,1569.4799999999998
75869,2024-07-22,Kalkaji Mandir,Hauz Khas,23.39,19.35,32.38,12.0,Tourist Card,peak,-13.030000000000001,-156.36
73396,2022-08-21,Jasola Vihar,Shivaji Park,3.8,85.57,68.47,20.0,Single,peak,17.099999999999994,341.9999999999999
927,2022-10-22,Aiims,Rajiv Chowk,31.78,46.87,33.38,20.0,Tourist Card,,13.489999999999995,269.7999999999999
109131,2023-07-21,Kashmere Gate,Noida City Centre,2.31,122.73,57.92,17.0,Single,,64.81,1101.77
143747,2023-03-20,Central Secretariat,Noida City Centre,9.8,65.77,85.22,16.0,Smart Card,,-19.450000000000003,-311.20000000000005
34771,2022-02-20,Rajiv Chowk,Noida City Centre,0.53,135.61,97.67,22.0,Single,,37.94000000000001,834.6800000000003
35874,2023-01-09,Noida City Centre,Rajiv Chowk,11.39,78.61,28.18,16.0,Tourist Card,maintenance,50.43,806.88
118540,2024-08-20,Chandni Chowk,Kalkaji Mandir,9.42,185.12,66.77,30.0,Single,weekend,118.35000000000001,3550.5000000000005
45122,2022-06-21,Inderlok,Dilshad Garden,2.52,155.35,17.43,24.0,Single,peak,137.92,3310.08
147235,2024-04-05,Aiims,Noida City Centre,12.15,72.62,57.69,22.0,Smart Card,weekend,14.930000000000007,328.46000000000015
38565,2023-07-17,Inderlok,Barakhamba Road,4.06,137.81,117.71,23.0,Smart Card,off-peak,20.10000000000001,462.3000000000002
64193,2024-09-14,Rajouri Garden,Kalkaji Mandir,6.43,47.98,69.59,12.0,Smart Card,off-peak,-21.610000000000007,-259.32000000000005
92543,2023-05-12,Janakpuri West,Punjabi Bagh,1.7,109.69,118.68,24.0,Tourist Card,festival,-8.990000000000009,-215.76000000000022
60869,2022-11-01,Rajiv Chowk,Mandi House,10.01,182.82,96.32,24.0,Single,peak,86.5,2076.0
81591,2024-09-04,Central Secretariat,Old Delhi,11.1,11.6,110.69,23.0,Tourist Card,,-99.09,-2279.07
62793,2022-10-03,Kashmere Gate,Inderlok,7.81,167.65,113.71,19.0,Smart Card,weekend,53.94000000000001,1024.8600000000001
69603,2023-03-24,Kashmere Gate,Inderlok,2.45,182.68,110.96,23.0,Tourist Card,off-peak,71.72000000000001,1649.5600000000004
41806,2023-12-11,New Delhi,Janakpuri West,2.49,66.68,23.69,21.0,Smart Card,weekend,42.99000000000001,902.7900000000002
33719,2022-05-21,Central Secretariat,Barakhamba Road,10.54,138.2,37.93,26.0,Tourist Card,,100.26999999999998,2607.0199999999995
30301,2024-06-27,Noida City Centre,Pragati Maidan,9.93,101.78,44.47,26.0,Tourist Card,maintenance,57.31,1490.06
99703,2022-09-10,Hauz Khas,Model Town,15.22,144.85,65.81,20.0,Tourist Card,maintenance,79.03999999999999,1580.7999999999997
19491,2024-10-17,Noida City Centre,Barakhamba Road,3.55,15.29,6.6,15.0,Smart Card,,8.69,130.35
102793,2023-05-12,Rajouri Garden,Model Town,1.74,71.23,58.9,24.0,Tourist Card,weekend,12.330000000000005,295.92000000000013
131074,2022-09-11,Laxmi Nagar,Dilshad Garden,6.46,108.37,113.44,23.0,Tourist Card,,-5.069999999999993,-116.60999999999984
79605,2023-04-15,Mandi House,Model Town,3.68,63.71,77.82,24.0,Tourist Card,peak,-14.109999999999992,-338.6399999999998
97060,2024-02-03,Hauz Khas,Pragati Maidan,6.94,142.8,12.38,19.0,Tourist Card,festival,130.42000000000002,2477.9800000000005
117347,2023-05-07,Mandi House,Punjabi Bagh,1.13,60.0,107.04,21.0,Single,festival,-47.040000000000006,-987.8400000000001
48435,2023-10-31,New Delhi,Janakpuri West,4.06,15.08,60.63,25.0,Tourist Card,off-peak,-45.550000000000004,-1138.75
80906,2024-08-13,Hauz Khas,AIIMS,1.98,93.59,48.57,24.0,Single,off-peak,45.02,1080.48
38133,2024-10-18,Rajouri Garden,Pragati Maidan,8.35,93.05,43.51,24.0,Smart Card,maintenance,49.54,1188.96
67524,2022-07-27,New Delhi,Old Delhi,2.18,33.17,81.93,13.0,Tourist Card,weekend,-48.760000000000005,-633.8800000000001
68064,2022-07-11,Aiims,Janakpuri West,0.55,169.83,49.35,20.0,Tourist Card,off-peak,120.48000000000002,2409.6000000000004
137895,2024-02-25,Noida City Centre,Rajouri Garden,1.63,98.55,80.25,21.0,Tourist Card,weekend,18.299999999999997,384.29999999999995
129643,2023-09-23,Model Town,Pragati Maidan,7.06,62.03,114.46,14.0,Tourist Card,weekend,-52.42999999999999,-734.0199999999999
24698,2023-12-11,Janakpuri West,Shivaji Park,1.43,85.23,57.57,14.0,Single,off-peak,27.660000000000004,387.24000000000007
38577,2022-06-07,Rajiv Chowk,Inderlok,0.53,146.78,26.94,20.0,Tourist Card,,119.84,2396.8
21134,2023-12-11,Dilshad Garden,Kalkaji Mandir,4.77,145.28,93.17,21.0,Tourist Card,,52.11,1094.31
30606,2023-11-29,Jasola Vihar,Rajiv Chowk,1.11,77.86,60.81,18.0,Tourist Card,weekend,17.049999999999997,306.9
43779,2024-01-25,Inderlok,Model Town,8.9,41.76,73.68,24.0,Tourist Card,festival,-31.92000000000001,-766.0800000000002
254,2022-12-14,Mandi House,Laxmi Nagar,8.42,179.13,10.36,15.0,Single,maintenance,168.76999999999998,2531.5499999999997
14488,2024-07-03,Noida City Centre,Mandi House,15.26,176.45,76.28,19.0,Tourist Card,,100.16999999999999,1903.2299999999998
145214,2023-08-11,Noida City Centre,Chandni Chowk,1.92,120.21,114.58,20.0,Tourist Card,festival,5.6299999999999955,112.59999999999991
39949,2024-12-14,Dilshad Garden,Central Secretariat,0.98,171.83,18.88,40.0,Single,festival,152.95000000000002,6118.000000000001
89689,2023-12-02,Mandi House,Model Town,3.68,177.33,109.91,13.0,Single,peak,67.42000000000002,876.4600000000003
7003,2024-06-29,Mandi House,Janakpuri West,1.04,119.55,13.04,22.0,Smart Card,,106.50999999999999,2343.22
111576,2024-10-03,Laxmi Nagar,Noida City Centre,3.29,12.18,6.8,20.0,Single,weekend,5.38,107.6
86958,2024-06-11,Kashmere Gate,Rajouri Garden,0.86,31.9,7.69,26.0,Smart Card,peak,24.209999999999997,629.4599999999999
14814,2022-09-19,New Delhi,Kashmere Gate,8.56,10.34,87.2,13.0,Smart Card,,-76.86,-999.18
49728,2023-08-26,Inderlok,Chandni Chowk,0.84,73.22,104.86,13.0,Smart Card,festival,-31.64,-411.32
92706,2024-10-16,Noida City Centre,Laxmi Nagar,9.02,96.26,116.39,21.0,Tourist Card,peak,-20.129999999999995,-422.7299999999999
45874,2022-08-12,Hauz Khas,Jasola Vihar,1.15,84.83,64.51,20.0,Single,peak,20.319999999999993,406.39999999999986
112098,2024-11-15,Noida City Centre,Netaji Subhash Place,0.57,108.26,52.18,14.0,Single,weekend,56.080000000000005,785.1200000000001
113455,2023-10-27,Jasola Vihar,Netaji Subhash Place,4.06,40.99,111.86,28.0,Single,,-70.87,-1984.3600000000001
73280,2024-08-22,Chandni Chowk,Mandi House,7.35,187.94,13.96,10.0,Smart Card,festival,173.98,1739.8
12744,2022-07-24,Noida City Centre,Kashmere Gate,10.21,191.59,100.53,24.0,Tourist Card,festival,91.06,2185.44
28308,2022-01-30,New Delhi,Chandni Chowk,5.16,193.97,102.55,27.0,Tourist Card,festival,91.42,2468.34
70821,2023-06-21,Jasola Vihar,Shivaji Park,5.2,199.69,5.41,25.0,Single,weekend,194.28,4857.0
51368,2024-07-14,Rajiv Chowk,Kirti Nagar,7.72,133.17,59.67,27.0,Single,,73.49999999999999,1984.4999999999995
101886,2023-01-21,Rajouri Garden,Barakhamba Road,4.8,90.03,17.94,12.0,Smart Card,festival,72.09,865.08
135297,2023-02-19,Aiims,Shivaji Park,0.58,59.98,11.57,25.0,Smart Card,,48.41,1210.25
57382,2024-05-17,Noida City Centre,Rajiv Chowk,3.03,100.32,42.69,21.0,Smart Card,peak,57.629999999999995,1210.23
144647,2023-08-27,Aiims,Barakhamba Road,4.31,151.35,119.22,24.0,Tourist Card,weekend,32.129999999999995,771.1199999999999
124431,2022-06-04,Mandi House,Hauz Khas,2.24,179.52,72.72,16.0,Tourist Card,weekend,106.80000000000001,1708.8000000000002
51578,2023-06-24,Inderlok,Punjabi Bagh,1.75,151.79,57.06,16.0,Smart Card,peak,94.72999999999999,1515.6799999999998
115414,2022-04-19,Jasola Vihar,Central Secretariat,2.84,165.28,86.6,22.0,Single,weekend,78.68,1730.96
45746,2023-06-19,Noida City Centre,Inderlok,8.27,69.44,94.47,18.0,Tourist Card,weekend,-25.03,-450.54
116442,2022-06-15,Rajiv Chowk,Barakhamba Road,10.76,192.33,80.57,9.0,Single,peak,111.76000000000002,1005.8400000000001
68328,2023-08-25,Kashmere Gate,AIIMS,2.13,10.81,103.29,33.0,Tourist Card,festival,-92.48,-3051.84
34795,2023-10-04,Inderlok,Old Delhi,8.21,36.18,25.3,23.0,Smart Card,peak,10.879999999999999,250.23999999999998
79444,2022-06-12,New Delhi,Barakhamba Road,5.48,33.85,15.34,14.0,Tourist Card,weekend,18.51,259.14000000000004
49873,2022-09-25,Rajiv Chowk,Chandni Chowk,1.46,130.89,25.57,20.0,Tourist Card,festival,105.32,2106.3999999999996
27848,2022-06-15,Noida City Centre,New Delhi,1.76,168.06,92.85,18.0,Tourist Card,maintenance,75.21000000000001,1353.7800000000002
68500,2024-07-08,Central Secretariat,Hauz Khas,1.2,110.94,99.79,23.0,Single,peak,11.149999999999991,256.4499999999998
128238,2023-07-02,Noida City Centre,Kashmere Gate,4.08,28.09,37.64,20.0,Tourist Card,weekend,-9.55,-191.0
50747,2024-11-15,New Delhi,Jasola Vihar,7.73,146.41,89.48,23.0,Tourist Card,,56.92999999999999,1309.3899999999999
42756,2024-12-03,Hauz Khas,Chandni Chowk,2.58,21.52,65.99,19.0,Single,maintenance,-44.47,-844.93
22178,2022-02-22,Laxmi Nagar,Chandni Chowk,33.24,122.39,36.84,26.0,Tourist Card,,85.55,2224.2999999999997
84117,2024-05-13,Dilshad Garden,Mandi House,2.6,182.9,31.91,19.0,Single,maintenance,150.99,2868.8100000000004
145831,2023-11-08,Rajiv Chowk,Shivaji Park,8.09,96.04,73.85,25.0,Tourist Card,festival,22.190000000000012,554.7500000000003
37573,2023-07-02,Kalkaji Mandir,Kirti Nagar,3.06,131.22,46.14,24.0,Tourist Card,peak,85.08,2041.92
44912,2022-11-19,Rajouri Garden,Pragati Maidan,13.33,167.86,117.13,22.0,Tourist Card,maintenance,50.73000000000002,1116.0600000000004
144939,2023-03-22,Kalkaji Mandir,Janakpuri West,3.01,37.99,95.39,26.0,Single,off-peak,-57.4,-1492.3999999999999
24676,2023-04-14,Central Secretariat,Netaji Subhash Place,7.03,135.22,117.5,25.0,Single,festival,17.72,443.0
194,2023-11-25,Jasola Vihar,Model Town,5.2,165.39,60.38,27.0,Smart Card,,105.00999999999999,2835.2699999999995
134566,2023-02-01,Laxmi Nagar,Model Town,6.79,84.7,30.36,22.0,Tourist Card,festival,54.34,1195.48
27497,2023-03-27,Mandi House,Rajouri Garden,4.28,198.42,35.13,23.0,Single,weekend,163.29,3755.6699999999996
17299,2023-10-21,Rajiv Chowk,New Delhi,4.77,60.84,46.93,16.0,Smart Card,,13.910000000000004,222.56000000000006
104011,2023-03-26,Kashmere Gate,Noida City Centre,2.39,36.07,80.88,19.0,Smart Card,off-peak,-44.809999999999995,-851.3899999999999
93932,2022-05-15,Dilshad Garden,Mandi House,1.91,21.41,66.59,18.0,Tourist Card,maintenance,-45.18000000000001,-813.2400000000001
40828,2023-09-23,Hauz Khas,Central Secretariat,7.05,93.02,51.64,15.0,Tourist Card,,41.379999999999995,620.6999999999999
45747,2023-12-05,Kashmere Gate,Kashmere Gate,1.16,110.93,57.89,21.0,Single,weekend,53.040000000000006,1113.8400000000001
74538,2024-04-30,Inderlok,Kashmere Gate,4.67,48.1,14.31,21.0,Single,,33.79,709.59
7618,2024-03-26,Rajouri Garden,Dilshad Garden,6.56,123.43,110.7,21.0,Smart Card,festival,12.730000000000004,267.3300000000001
119189,2022-09-26,Kalkaji Mandir,Dilshad Garden,10.39,73.9,5.82,22.0,Smart Card,peak,68.08000000000001,1497.7600000000002
51181,2023-03-18,Jasola Vihar,Laxmi Nagar,3.45,199.18,78.47,15.0,Single,,120.71000000000001,1810.65
83790,2024-01-02,Aiims,Jasola Vihar,8.54,160.78,15.92,21.0,Tourist Card,festival,144.86,3042.0600000000004
5474,2024-02-08,Mandi House,Model Town,1.81,97.9,50.19,21.0,Single,,47.71000000000001,1001.9100000000002
50239,2024-08-19,Noida City Centre,Chandni Chowk,5.13,35.96,24.66,22.0,Smart Card,maintenance,11.3,248.60000000000002
54596,2023-08-17,Inderlok,Shivaji Park,3.53,50.32,36.21,16.0,Smart Card,weekend,14.11,225.76
16399,2022-02-19,Dilshad Garden,New Delhi,15.96,63.21,103.35,20.0,Tourist Card,peak,-40.13999999999999,-802.7999999999998
65803,2024-10-13,Chandni Chowk,Model Town,13.84,165.25,106.33,11.0,Single,off-peak,58.92,648.12
125246,2022-04-28,Hauz Khas,Kashmere Gate,7.46,151.9,107.32,28.0,Tourist Card,off-peak,44.58000000000001,1248.2400000000002
13944,2022-08-19,Model Town,Netaji Subhash Place,11.06,156.33,115.71,21.0,Smart Card,,40.62000000000002,853.0200000000004
4417,2023-03-31,Mandi House,Dilshad Garden,6.93,111.95,9.24,23.0,Single,festival,102.71000000000001,2362.3300000000004
53628,2022-01-17,New Delhi,Pragati Maidan,1.01,161.19,78.62,20.0,Tourist Card,weekend,82.57,1651.3999999999999
76221,2024-02-19,Rajiv Chowk,Inderlok,7.54,62.33,77.53,18.0,Smart Card,,-15.200000000000003,-273.6
31060,2023-08-26,Model Town,Laxmi Nagar,1.12,26.56,106.36,17.0,Smart Card,weekend,-79.8,-1356.6
74539,2022-03-18,Laxmi Nagar,Old Delhi,10.41,57.98,54.41,33.0,Tourist Card,off-peak,3.5700000000000003,117.81
8910,2024-12-16,Noida City Centre,Rajiv Chowk,7.65,74.11,110.53,17.0,Tourist Card,peak,-36.42,-619.14
33553,2024-03-20,Janakpuri West,Kashmere Gate,2.0,188.43,7.47,24.0,Single,weekend,180.96,4343.04
136704,2022-08-14,Jasola Vihar,AIIMS,8.01,121.04,28.48,18.0,Tourist Card,festival,92.56,1666.08
32446,2022-09-16,Mandi House,Model Town,6.53,145.44,67.08,16.0,Smart Card,maintenance,78.36,1253.76
130632,2023-06-02,Noida City Centre,Mandi House,5.22,71.49,33.0,12.0,Tourist Card,peak,38.489999999999995,461.87999999999994
107421,2023-08-22,Rajiv Chowk,Hauz Khas,16.5,114.3,91.77,19.0,Tourist Card,peak,22.53,428.07000000000005
95171,2023-09-06,Inderlok,Kirti Nagar,2.6,23.06,104.94,20.0,Smart Card,maintenance,-81.88,-1637.6
67928,2024-11-06,Kashmere Gate,Rajouri Garden,3.15,60.42,37.36,20.0,Single,off-peak,23.060000000000002,461.20000000000005
113195,2024-09-28,Hauz Khas,Shivaji Park,5.48,18.36,104.1,10.0,Tourist Card,weekend,-85.74,-857.4
120374,2022-06-26,Laxmi Nagar,Hauz Khas,1.85,100.2,82.93,13.0,Tourist Card,maintenance,17.269999999999996,224.50999999999993
51492,2023-11-19,Jasola Vihar,Laxmi Nagar,7.68,129.32,36.55,14.0,Smart Card,peak,92.77,1298.78
47121,2022-12-31,New Delhi,Hauz Khas,1.5,85.06,95.1,23.0,Smart Card,off-peak,-10.039999999999992,-230.91999999999982
97656,2022-11-12,Rajiv Chowk,Old Delhi,4.25,151.85,13.88,18.0,Single,festival,137.97,2483.46
86706,2023-12-20,Rajiv Chowk,Shivaji Park,5.49,101.61,31.29,14.0,Tourist Card,maintenance,70.32,984.4799999999999
38731,2022-06-20,New Delhi,Model Town,1.44,166.75,64.08,22.0,Tourist Card,off-peak,102.67,2258.7400000000002
67750,2024-03-25,Laxmi Nagar,Hauz Khas,3.19,44.24,33.11,18.0,Tourist Card,off-peak,11.130000000000003,200.34000000000003
4302,2024-10-25,Inderlok,Rajiv Chowk,6.08,121.11,106.11,16.0,Single,festival,15.0,240.0
72972,2024-06-15,Dilshad Garden,Kashmere Gate,6.55,149.12,119.2,26.0,Smart Card,peak,29.92,777.9200000000001
13841,2022-05-21,Kalkaji Mandir,Kashmere Gate,11.85,40.95,75.33,14.0,Tourist Card,weekend,-34.379999999999995,-481.31999999999994
77293,2023-09-14,Mandi House,Central Secretariat,12.71,42.84,41.28,21.0,Tourist Card,,1.5600000000000023,32.76000000000005
306,2024-12-04,Rajiv Chowk,AIIMS,5.83,146.2,97.59,17.0,Tourist Card,weekend,48.609999999999985,826.3699999999998
681,2024-06-13,Inderlok,Old Delhi,13.12,156.28,5.45,18.0,Tourist Card,maintenance,150.83,2714.94
82403,2022-08-10,Mandi House,New Delhi,5.03,198.46,17.21,24.0,Tourist Card,,181.25,4350.0
104125,2022-12-03,Inderlok,New Delhi,2.26,68.39,70.05,27.0,Single,maintenance,-1.6599999999999966,-44.81999999999991
2494,2023-02-28,New Delhi,Chandni Chowk,4.2,57.81,19.33,18.0,Single,weekend,38.480000000000004,692.6400000000001
114157,2022-02-02,Rajiv Chowk,Rajiv Chowk,14.63,148.46,32.94,24.0,Tourist Card,,115.52000000000001,2772.4800000000005
116019,2022-04-26,Mandi House,Dilshad Garden,0.89,169.51,77.56,18.0,Single,festival,91.94999999999999,1655.1
14449,2023-08-19,Noida City Centre,Model Town,7.38,166.9,28.13,19.0,Smart Card,off-peak,138.77,2636.63
85021,2023-07-01,Rajiv Chowk,Noida City Centre,2.97,129.62,69.51,16.0,Single,weekend,60.11,961.76
74305,2022-02-23,Noida City Centre,Laxmi Nagar,9.46,198.18,102.2,15.0,Smart Card,off-peak,95.98,1439.7
149260,2023-12-15,Rajiv Chowk,Punjabi Bagh,1.39,196.43,109.52,18.0,Smart Card,off-peak,86.91000000000001,1564.38
134750,2024-07-02,Inderlok,Kashmere Gate,7.77,138.15,74.08,23.0,Tourist Card,weekend,64.07000000000001,1473.6100000000001
81728,2024-07-23,Model Town,Chandni Chowk,13.18,81.45,70.29,15.0,Single,maintenance,11.159999999999997,167.39999999999995
93722,2023-06-06,Rajiv Chowk,Model Town,18.22,183.09,62.38,33.0,Tourist Card,maintenance,120.71000000000001,3983.4300000000003
118862,2022-11-27,Rajiv Chowk,Punjabi Bagh,5.45,100.09,89.5,25.0,Single,,10.590000000000003,264.7500000000001
122894,2022-10-18,Noida City Centre,Mandi House,7.14,140.19,61.92,22.0,Single,weekend,78.27,1721.9399999999998
101195,2023-05-21,Noida City Centre,Old Delhi,0.59,197.66,62.97,23.0,Smart Card,festival,134.69,3097.87
132859,2022-03-26,Hauz Khas,Janakpuri West,5.97,128.09,54.12,10.0,Tourist Card,peak,73.97,739.7
66523,2024-04-02,Janakpuri West,AIIMS,1.94,74.15,106.5,17.0,Tourist Card,weekend,-32.349999999999994,-549.9499999999999
142992,2024-01-23,Aiims,Punjabi Bagh,16.94,193.92,72.98,19.0,Tourist Card,festival,120.93999999999998,2297.8599999999997
43175,2024-09-05,Dilshad Garden,Punjabi Bagh,3.6,28.09,43.31,19.0,Tourist Card,off-peak,-15.220000000000002,-289.18000000000006
111255,2024-10-03,Model Town,Dilshad Garden,0.64,157.14,66.45,17.0,Tourist Card,maintenance,90.68999999999998,1541.7299999999998
44496,2024-09-04,Hauz Khas,Pragati Maidan,6.7,177.91,66.05,19.0,Single,maintenance,111.86,2125.34
139428,2022-06-12,Aiims,Shivaji Park,3.92,69.54,59.56,25.0,Single,peak,9.980000000000004,249.5000000000001
60299,2024-10-14,Central Secretariat,Dilshad Garden,6.32,95.41,29.63,17.0,Single,peak,65.78,1118.26
30598,2024-06-24,Rajiv Chowk,Hauz Khas,8.24,66.93,110.62,16.0,Tourist Card,,-43.69,-699.04
111186,2024-05-29,Rajiv Chowk,Shivaji Park,3.98,44.52,79.09,24.0,Tourist Card,festival,-34.57,-829.6800000000001
49862,2022-12-11,Chandni Chowk,Model Town,0.75,171.81,25.72,20.0,Tourist Card,maintenance,146.09,2921.8
104910,2024-09-25,Laxmi Nagar,Chandni Chowk,1.62,109.1,40.42,24.0,Tourist Card,festival,68.67999999999999,1648.3199999999997
120834,2023-06-23,Noida City Centre,Kashmere Gate,2.49,77.24,29.35,20.0,Tourist Card,,47.88999999999999,957.7999999999998
114240,2022-10-08,Rajiv Chowk,Janakpuri West,1.84,80.78,118.98,19.0,Smart Card,off-peak,-38.2,-725.8000000000001
121795,2023-12-21,Mandi House,AIIMS,4.22,155.93,36.9,12.0,Tourist Card,,119.03,1428.3600000000001
40491,2022-09-16,Aiims,Kalkaji Mandir,2.58,150.21,107.96,23.0,Tourist Card,weekend,42.250000000000014,971.7500000000003
107501,2024-04-28,Mandi House,Punjabi Bagh,2.39,133.49,20.18,22.0,Tourist Card,off-peak,113.31,2492.82
43693,2022-07-01,Dilshad Garden,Model Town,2.93,137.22,26.93,14.0,Tourist Card,off-peak,110.28999999999999,1544.06
144618,2023-06-13,New Delhi,Netaji Subhash Place,4.69,25.6,32.3,21.0,Tourist Card,peak,-6.699999999999996,-140.6999999999999
35805,2024-07-20,Noida City Centre,Kashmere Gate,1.27,84.51,91.22,21.0,Tourist Card,festival,-6.709999999999994,-140.90999999999985
90894,2024-12-21,Laxmi Nagar,Punjabi Bagh,10.3,109.78,89.6,24.0,Single,festival,20.180000000000007,484.32000000000016
84051,2023-06-27,Noida City Centre,Old Delhi,2.32,53.89,73.09,23.0,Tourist Card,weekend,-19.200000000000003,-441.6000000000001
18374,2024-11-02,Noida City Centre,Barakhamba Road,1.87,106.47,91.0,24.0,Single,,15.469999999999999,371.28
132567,2022-03-30,Rajiv Chowk,Rajiv Chowk,1.82,74.55,23.67,17.0,Tourist Card,peak,50.879999999999995,864.9599999999999
43275,2024-11-17,Central Secretariat,Shivaji Park,1.17,163.58,49.0,18.0,Tourist Card,,114.58000000000001,2062.44
102613,2022-02-20,Chandni Chowk,Netaji Subhash Place,7.48,42.0,94.67,23.0,Tourist Card,,-52.67,-1211.41
36911,2023-08-20,Hauz Khas,Shivaji Park,1.65,93.47,49.98,23.0,Single,festival,43.49,1000.2700000000001
11427,2022-04-20,New Delhi,Kashmere Gate,4.53,33.29,116.54,26.0,Tourist Card,,-83.25,-2164.5
95977,2023-09-25,Dilshad Garden,Hauz Khas,6.38,182.33,23.38,18.0,Tourist Card,off-peak,158.95000000000002,2861.1000000000004
101927,2022-09-09,Noida City Centre,Kashmere Gate,2.39,174.61,10.19,19.0,Tourist Card,maintenance,164.42000000000002,3123.9800000000005
53361,2024-02-15,Rajiv Chowk,Janakpuri West,9.06,109.29,99.99,19.0,Smart Card,peak,9.300000000000011,176.70000000000022
149987,2024-06-25,Kalkaji Mandir,Rajiv Chowk,21.73,108.61,36.16,22.0,Single,weekend,72.45,1593.9
129843,2022-06-12,Rajiv Chowk,Barakhamba Road,3.04,83.33,71.65,24.0,Tourist Card,off-peak,11.679999999999993,280.3199999999998
140097,2022-06-18,Central Secretariat,Pragati Maidan,0.83,124.67,9.76,25.0,Smart Card,festival,114.91,2872.75
